A,State,Date,Value
2802,WA,5/1/2008 0:00,1668365
2803,WA,5/1/2009 0:00,1567409
2804,WA,5/1/2010 0:00,1800388
2805,WA,5/1/2011 0:00,2035167
2806,WA,5/1/2012 0:00,2244856
2807,WA,5/1/2013 0:00,2378456
2808,WA,5/1/2014 0:00,2380394
2809,WA,5/1/2015 0:00,2075575
2810,WA,5/1/2016 0:00,1857284
2811,WA,5/1/2017 0:00,1755768
2812,WA,5/1/2018 0:00,2105713
2813,WA,5/1/2019 0:00,1964388
2814,WA,6/1/1996 0:00,3070628
2815,WA,6/1/1997 0:00,2463139
2816,WA,6/1/1998 0:00,2088336
2817,WA,6/1/1999 0:00,2112183
2818,WA,6/1/2000 0:00,1905836
2819,WA,6/1/2001 0:00,1906026
2820,WA,6/1/2002 0:00,1428060
2821,WA,6/1/2003 0:00,1453571
2822,WA,6/1/2004 0:00,1358869
2823,WA,6/1/2005 0:00,1518229
2824,WA,6/1/2006 0:00,1540714
2825,WA,6/1/2007 0:00,1437665
2826,WA,6/1/2008 0:00,1683186
2827,WA,6/1/2009 0:00,1601362
2828,WA,6/1/2010 0:00,1813075
2829,WA,6/1/2011 0:00,2031436
2830,WA,6/1/2012 0:00,2262864
2831,WA,6/1/2013 0:00,2400681
2832,WA,6/1/2014 0:00,2426603
2833,WA,6/1/2015 0:00,2120654
2834,WA,6/1/2016 0:00,1863888
2835,WA,6/1/2017 0:00,1849540
2836,WA,6/1/2018 0:00,2039924
2837,WA,6/1/2019 0:00,1929436
2838,WA,7/1/1996 0:00,3022933
2839,WA,7/1/1997 0:00,2815034
2840,WA,7/1/1998 0:00,2440909
2841,WA,7/1/1999 0:00,2449296
2842,WA,7/1/2000 0:00,2521710
2843,WA,7/1/2001 0:00,2228560
2844,WA,7/1/2002 0:00,1648297
2845,WA,7/1/2003 0:00,1770154
2846,WA,7/1/2004 0:00,1804607
2847,WA,7/1/2005 0:00,1845706
2848,WA,7/1/2006 0:00,1861985
2849,WA,7/1/2007 0:00,1793179
2850,WA,7/1/2008 0:00,1891164
2851,WA,7/1/2009 0:00,1868881
2852,WA,7/1/2010 0:00,2202420
2853,WA,7/1/2011 0:00,2498398
2854,WA,7/1/2012 0:00,2613695
2855,WA,7/1/2013 0:00,2775366
2856,WA,7/1/2014 0:00,2657487
2857,WA,7/1/2015 0:00,2413515
2858,WA,7/1/2016 0:00,2276922
2859,WA,7/1/2017 0:00,2253008
2860,WA,7/1/2018 0:00,2310762
2861,WA,7/1/2019 0:00,2245234
2862,WA,8/1/1996 0:00,3175967
2863,WA,8/1/1997 0:00,3096389
2864,WA,8/1/1998 0:00,2188328
2865,WA,8/1/1999 0:00,2553784
2866,WA,8/1/2000 0:00,2497332
2867,WA,8/1/2001 0:00,2469131
2868,WA,8/1/2002 0:00,1982400
2869,WA,8/1/2003 0:00,1885656
2870,WA,8/1/2004 0:00,1829629
2871,WA,8/1/2005 0:00,1899365
2872,WA,8/1/2006 0:00,1948819
2873,WA,8/1/2007 0:00,1937475
2874,WA,8/1/2008 0:00,2004535
2875,WA,8/1/2009 0:00,2048244
2876,WA,8/1/2010 0:00,2255023
2877,WA,8/1/2011 0:00,2603120
2878,WA,8/1/2012 0:00,2820188
2879,WA,8/1/2013 0:00,2965878
2880,WA,8/1/2014 0:00,2911475
2881,WA,8/1/2015 0:00,2287644
2882,WA,8/1/2016 0:00,2284394
2883,WA,8/1/2017 0:00,2341071
2884,WA,8/1/2018 0:00,2415215
2885,WA,8/1/2019 0:00,2377154
2886,WA,9/1/1996 0:00,2610517
2887,WA,9/1/1997 0:00,2455000
2888,WA,9/1/1998 0:00,1985441
2889,WA,9/1/1999 0:00,2019351
2890,WA,9/1/2000 0:00,2091209
2891,WA,9/1/2001 0:00,1481273
2892,WA,9/1/2002 0:00,1392701
2893,WA,9/1/2003 0:00,1444752
2894,WA,9/1/2004 0:00,1537542
2895,WA,9/1/2005 0:00,1493818
2896,WA,9/1/2006 0:00,1547023
2897,WA,9/1/2007 0:00,1623525
2898,WA,9/1/2008 0:00,1591802
2899,WA,9/1/2009 0:00,1710906
2900,WA,9/1/2010 0:00,1880468
2901,WA,9/1/2011 0:00,2146118
2902,WA,9/1/2012 0:00,2249062
2903,WA,9/1/2013 0:00,2266225
2904,WA,9/1/2014 0:00,2288884
2905,WA,9/1/2015 0:00,1822466
2906,WA,9/1/2016 0:00,1905775
2907,WA,9/1/2017 0:00,1909400
2908,WA,9/1/2018 0:00,1858249
2909,WA,9/1/2019 0:00,1821058
